,MSRP
9494,46110
9495,35920
9496,28545
9497,43450
9498,37680
9499,35435
9500,33340
9501,42010
9502,42310
9503,47875
9504,42270
9505,51150
9506,34110
9507,35135
9508,30345
9509,32095
9510,30130
9511,41970
9512,34530
9513,45420
9514,42760
9515,40620
9516,36090
9517,26495
9518,40320
9519,31625
9520,30045
9521,37730
9522,34230
9523,45810
9524,38635
9525,50850
9526,39420
9527,37380
9528,40100
9529,42560
9530,42860
9531,45120
9532,47575
9533,31940
9534,38335
9535,35870
9536,28155
9537,36825
9538,26105
9539,37125
9540,33215
9541,39510
9542,36390
9543,36745
9544,34280
9545,32395
9546,31750
9547,37045
9548,39540
9549,39240
9550,35825
9551,39685
9552,31035
9553,32870
9554,43775
9555,35545
9556,36935
9557,38590
9558,41250
9559,31120
9560,47135
9561,48500
9562,44475
9563,33170
9564,46835
9565,33060
9566,53315
9567,38290
9568,31335
9569,33295
9570,38740
9571,41185
9572,43710
9573,27485
9574,36980
9575,44010
9576,33360
9577,45640
9578,45170
9579,35100
9580,39275
9581,49740
9582,50040
9583,29510
9584,36850
9585,48200
9586,38890
9587,38695
9588,40090
9589,41890
9590,43260
9591,41865
9592,53015
9593,36680
9594,36940
9595,32955
9596,29120
9597,37345
9598,27095
9599,40495
9600,36035
9601,37835
9602,39230
9603,38980
9604,36515
9605,43950
9606,31525
9607,33850
9608,44350
9609,47175
9610,44465
9611,42075
9612,47475
9613,46180
9614,33550
9615,39965
9616,35590
9617,27975
9618,41590
9619,44050
9620,37370
9621,54925
9622,27585
9623,33860
9624,33445
9625,48740
9626,45860
9627,40375
9628,54625
9629,42380
9630,29610
9631,51350
9632,30000
9633,37430
9634,40985
9635,39185
9636,37670
9637,44815
9638,31825
9639,37425
9640,51650
9641,49040
9642,37340
9643,39280
9644,33985
9645,40580
9646,31610
9647,39580
9648,42555
9649,33360
9650,2000
9651,2000
9652,2000
9653,2000
9654,2000
9655,2000
9656,2000
9657,2000
9658,2000
9659,84000
9660,106700
9661,214500
9662,147300
9663,108050
9664,85050
9665,217550
9666,149700
9667,110800
9668,151350
9669,219850
9670,86950
9671,60300
9672,47950
9673,56225
9674,68925
9675,43525
9676,43950
9677,57650
9678,70850
9679,59200
9680,47000
9681,72600
9682,480000
9683,495000
9684,495000
9685,221580
9686,228080
9687,199500
9688,206000
9689,275000
9690,201500
9691,208000
9692,183000
9693,189600
9694,196100
9695,2397
9696,2488
9697,2816
9698,2934
9699,21515
9700,26515
9701,22455
9702,28135
9703,31750
9704,28400
9705,24275
9706,30375
9707,29410
9708,26225
9709,29485
9710,26000
9711,29500
9712,26000
9713,30100
9714,30100
9715,26000
9716,30100
9717,30100
9718,23175
9719,26525
9720,28575
9721,23175
9722,26525
9723,26525
9724,33525
9725,21150
9726,33525
9727,28575
9728,21150
9729,26525
9730,23275
9731,28925
9732,27350
9733,27350
9734,21750
9735,23400
9736,34075
9737,28925
9738,23725
9739,23400
9740,21750
9741,23725
9742,21600
9743,27150
9744,23400
9745,26600
9746,23400
9747,23125
9748,21600
9749,21950
9750,34350
9751,26600
9752,21950
9753,27150
9754,15495
9755,21945
9756,16095
9757,18835
9758,21345
9759,14845
9760,18235
9761,17845
9762,17245
9763,19680
9764,20545
9765,14245
9766,20245
9767,19945
9768,16455
9769,15855
9770,16155
9771,20095
9772,18145
9773,15595
9774,20345
9775,16755
9776,19780
9777,20095
9778,21495
9779,14345
9780,17545
9781,14945
9782,16195
9783,21495
9784,18170
9785,21215
9786,17580
9787,18970
9788,16395
9789,20415
9790,19720
9791,17530
9792,19720
9793,15145
9794,16538
9795,13975
9796,20793
9797,17093
9798,15957
9799,24492
9800,15093
9801,15420
9802,19675
9803,14770
9804,16570
9805,24670
9806,21970
9807,16270
9808,16220
9809,20320
9810,17670
9811,18270
9812,38500
9813,24300
9814,26700
9815,36700
9816,41700
9817,31700
9818,33500
9819,26100
9820,39900
9821,28500
9822,38300
9823,28200
9824,33900
9825,28700
9826,40100
9827,32900
9828,25100
9829,43300
9830,32100
9831,26400
9832,41500
9833,31100
9834,30500
9835,39900
9836,41700
9837,28500
9838,28990
9839,33100
9840,40400
9841,31500
9842,38600
9843,45700
9844,43900
9845,30790
9846,25400
9847,34900
9848,26700
9849,33300
9850,35700
9851,33700
9852,33950
9853,31950
9854,35950
9855,16900
9856,20500
9857,18400
9858,14900
9859,15190
9860,17190
9861,20790
9862,18690
9863,17400
9864,15900
9865,21300
9866,19400
9867,26685
9868,27010
9869,25170
9870,25560
9871,25510
9872,25120
9873,14040
9874,15095
9875,15440
9876,12270
9877,13580
9878,16535
9879,14685
9880,17285
9881,15785
9882,13760
9883,12660
9884,16185
9885,16325
9886,13000
9887,14100
9888,15925
9889,14825
9890,17425
9891,12895
9892,15995
9893,15895
9894,15995
9895,14895
9896,16995
9897,16995
9898,15895
9899,16995
9900,15995
9901,14895
9902,15995
9903,16995
9904,13895
9905,12895
9906,13550
9907,15550
9908,17450
9909,16695
9910,16550
9911,16450
9912,17695
9913,14550
9914,2000
9915,2000
9916,2000
9917,2000
9918,21900
9919,28100
9920,25300
9921,26800
9922,29600
9923,23400
9924,23650
9925,22150
9926,31490
9927,25350
9928,29990
9929,26850
9930,27000
9931,32500
9932,22990
9933,34000
9934,25500
9935,24490
9936,2000
9937,2000
9938,2000
9939,2000
9940,2000
9941,2000
9942,2000
9943,2000
9944,85542
9945,89622
9946,89622
9947,85542
9948,87252
9949,91415
9950,52700
9951,60200
9952,53300
9953,60800
9954,60800
9955,53300
9956,97395
9957,120395
9958,107385
9959,84885
9960,48065
9961,50955
9962,42880
9963,48145
9964,37505
9965,45375
9966,45255
9967,48920
9968,48840
9969,46030
9970,51730
9971,43640
9972,46135
9973,37605
9974,37605
9975,48840
9976,51730
9977,48920
9978,46135
9979,43640
9980,46030
9981,43475
9982,45745
9983,46575
9984,41620
9985,42555
9986,39240
9987,2000
9988,2000
9989,2000
9990,2000
9991,2000
9992,2000
9993,2000
9994,2823
9995,2350
9996,2203
9997,2000
9998,2575
9999,3219
10000,2000
10001,3044
10002,2231
10003,3732
10004,21975
10005,21450
10006,22695
10007,23520
10008,19690
10009,19970
10010,20820
10011,22370
10012,19850
10013,20675
10014,21735
10015,23335
10016,22980
10017,20255
10018,20135
10019,23755
10020,20825
10021,75010
10022,78775
10023,81795
10024,56345
10025,46845
10026,55945
10027,68785
10028,50385
10029,46845
10030,56345
10031,47280
10032,50820
10033,56380
10034,54205
10035,63785
10036,57205
10037,66785
10038,52000
10039,49000
10040,54730
10041,57730
10042,64440
10043,52700
10044,49700
10045,67440
10046,58045
10047,49915
10048,67730
10049,52915
10050,55045
10051,64730
10052,2468
10053,2585
10054,2790
10055,3420
10056,3051
10057,3372
10058,2000
10059,2000
10060,2000
10061,2000
10062,2000
10063,2000
10064,2000
10065,2000
10066,2000
10067,2000
10068,2000
10069,2000
10070,2000
10071,2000
10072,2000
10073,2000
10074,2000
10075,2000
10076,2000
10077,2000
10078,2000
10079,2000
10080,2000
10081,2000
10082,2000
10083,2000
10084,2000
10085,2000
10086,2000
10087,2000
10088,14930
10089,10895
10090,14930
10091,15205
10092,10895
10093,281170
10094,294080
10095,291900
10096,18255
10097,14977
10098,22001
10099,17320
10100,20596
10101,25279
10102,2000
10103,2000
10104,2230
10105,2000
10106,2472
10107,2283
10108,2749
10109,2512
10110,2000
10111,2000
10112,2000
10113,9949
10114,10949
10115,9299
10116,10299
10117,16599
10118,19349
10119,17099
10120,16999
10121,17849
10122,16479
10123,18999
10124,18249
10125,13499
10126,17799
10127,15195
10128,18299
10129,17099
10130,18599
10131,16799
10132,18875
10133,19649
10134,17999
10135,18199
10136,17399
10137,13699
10138,18499
10139,15495
10140,18549
10141,16999
10142,19349
10143,16999
10144,19175
10145,17849
10146,18349
10147,18799
10148,20449
10149,15845
10150,5667
10151,2563
10152,2922
10153,2506
10154,2141
10155,2802
10156,3143
10157,2806
10158,2348
10159,3042
10160,2767
10161,2540
10162,3058
10163,3586
10164,3480
10165,3214
10166,27355
10167,23075
10168,27235
10169,24800
10170,21865
10171,35725
10172,20965
10173,23625
10174,37615
10175,25060
10176,23960
10177,26355
10178,36705
10179,36635
10180,28235
10181,28735
10182,22525
10183,25560
10184,25700
10185,25185
10186,29275
10187,23660
10188,34700
10189,31420
10190,34090
10191,30025
10192,33310
10193,26635
10194,31680
10195,32460
10196,34090
10197,27355
10198,33310
10199,35105
10200,31920
10201,38180
10202,28345
10203,31125
10204,26735
10205,31625
10206,28820
10207,32460
10208,28845
10209,30530
10210,31125
10211,25745
10212,24490
10213,34700
10214,35315
10215,33075
10216,40760
10217,25645
10218,35720
10219,33770
10220,32765
10221,34705
10222,27095
10223,35315
10224,42760
10225,34705
10226,24950
10227,29690
10228,25730
10229,33075
10230,26205
10231,31740
10232,29735
10233,29280
10234,33770
10235,30485
10236,28700
10237,24120
10238,32390
10239,27195
10240,33265
10241,31740
10242,38795
10243,31875
10244,32240
10245,30190
10246,51145
10247,53950
10248,54775
10249,51970
10250,56425
10251,53620
10252,3465
10253,3413
10254,54505
10255,61085
10256,49300
10257,46300
10258,51505
10259,64085
10260,64740
10261,47000
10262,55030
10263,52030
10264,50000
10265,61740
10266,50215
10267,55345
10268,47215
10269,62030
10270,52345
10271,65030
10272,31620
10273,28880
10274,29770
10275,27030
10276,32600
10277,30750
10278,32325
10279,33180
10280,34175
10281,31330
10282,30120
10283,28270
10284,29485
10285,27055
10286,40220
10287,31335
10288,36255
10289,34405
10290,29540
10291,34460
10292,27110
10293,31390
10294,40275
10295,36310
10296,36855
10297,29775
10298,42520
10299,31625
10300,38705
10301,27345
10302,2000
10303,2000
10304,2000
10305,21400
10306,21440
10307,22440
10308,22400
10309,20210
10310,19210
10311,19210
10312,20360
10313,24340
10314,23190
10315,19385
10316,23190
10317,24340
10318,20535
10319,2000
10320,2000
10321,2000
10322,2000
10323,2000
10324,2000
10325,2000
10326,2000
10327,2000
10328,2000
10329,2000
10330,2000
10331,2000
10332,2000
10333,2012
10334,2041
10335,2000
10336,2148
10337,24070
10338,37240
10339,33065
10340,29820
10341,28310
10342,26560
10343,34815
10344,35490
10345,29810
10346,28060
10347,31570
10348,28300
10349,33975
10350,23975
10351,28550
10352,30620
10353,35725
10354,26800
10355,32370
10356,30050
10357,29050
10358,28800
10359,36025
10360,34275
10361,27300
10362,30550
10363,30920
10364,24070
10365,32670
10366,30990
10367,31170
10368,28110
10369,33855
10370,33250
10371,27250
10372,29750
10373,30250
10374,30780
10375,28000
10376,26660
10377,40355
10378,36815
10379,37855
10380,39310
10381,37435
10382,38480
10383,38355
10384,39415
10385,17095
10386,18595
10387,20595
10388,16095
10389,21595
10390,19595
10391,21195
10392,22095
10393,19395
10394,17795
10395,21695
10396,22795
10397,16695
10398,20495
10399,18370
10400,21270
10401,22620
10402,20170
10403,17270
10404,22770
10405,30225
10406,28230
10407,33235
10408,37650
10409,39625
10410,26255
10411,35565
10412,33590
10413,31260
10414,28250
10415,24890
10416,36420
10417,33365
10418,28700
10419,26865
10420,31390
10421,34445
10422,30675
10423,30095
10424,32070
10425,26970
10426,34580
10427,24995
10428,36475
10429,34500
10430,32605
10431,39780
10432,34440
10433,37580
10434,31910
10435,34760
10436,29360
10437,33990
10438,37320
10439,43280
10440,34640
10441,40580
10442,32210
10443,31790
10444,36840
10445,41160
10446,32490
10447,32060
10448,34910
10449,31940
10450,38170
10451,34140
10452,34790
10453,40370
10454,43860
10455,29640
10456,36990
10457,37670
10458,40700
10459,37810
10460,45020
10461,49460
10462,55400
10463,46380
10464,52310
10465,34780
10466,42985
10467,41635
10468,39255
10469,45185
10470,35705
10471,42985
10472,39435
10473,39635
10474,45385
10475,39455
10476,43185
10477,41835
10478,43185
10479,35905
10480,37405
10481,37530
10482,36030
10483,43310
10484,39580
10485,39760
10486,45510
10487,43310
10488,41960
10489,41575
10490,35500
10491,42600
10492,39375
10493,44800
10494,31445
10495,35320
10496,41575
10497,35320
10498,42600
10499,35750
10500,44800
10501,39375
10502,31695
10503,42600
10504,35950
10505,44800
10506,31900
10507,41600
10508,39400
10509,35350
10510,2000
10511,2000
10512,2000
10513,2000
10514,2000
10515,2000
10516,23965
10517,22455
10518,29745
10519,25145
10520,23520
10521,28120
10522,24820
10523,26815
10524,31415
10525,29420
10526,48390
10527,39300
10528,68340
10529,42800
10530,39300
10531,48900
10532,62200
10533,56670
10534,53170
10535,48745
10536,44705
10537,58700
10538,66995
10539,52245
10540,51450
10541,46745
10542,54950
10543,42705
10544,63245
10545,59745
10546,50245
10547,49495
10548,52795
10549,60195
10550,32995
10551,30765
10552,41995
10553,34465
10554,29995
10555,37945
10556,35315
10557,33695
10558,40295
10559,31465
10560,35845
10561,34145
10562,40645
10563,29995
10564,38445
10565,37345
10566,31875
10567,52055
10568,46385
10569,52595
10570,46925
10571,47225
10572,47000
10573,52895
10574,52670
10575,19060
10576,16790
10577,17890
10578,21510
10579,17200
10580,21935
10581,16100
10582,20835
10583,22530
10584,21430
10585,17730
10586,16630
10587,17330
10588,18430
10589,22130
10590,19580
10591,22315
10592,22715
10593,21615
10594,19865
10595,20965
10596,32320
10597,34220
10598,30070
10599,31970
10600,32515
10601,30265
10602,30335
10603,28085
10604,27980
10605,30230
10606,28130
10607,25880
10608,25045
10609,34885
10610,33620
10611,27340
10612,37125
10613,31320
10614,27970
10615,30210
10616,26390
10617,28525
10618,29880
10619,29535
10620,27745
10621,31910
10622,32155
10623,31810
10624,34290
10625,37725
10626,27400
10627,35590
10628,33945
10629,29780
10630,35770
10631,31330
10632,39330
10633,31275
10634,33595
10635,37195
10636,33445
10637,29155
10638,2000
10639,2000
10640,2000
10641,2000
10642,2000
10643,2038
10644,2104
10645,26710
10646,23330
10647,25185
10648,22330
10649,24710
10650,22330
10651,23855
10652,24855
10653,26710
10654,29185
10655,25185
10656,24855
10657,23330
10658,24710
10659,23855
10660,22675
10661,25300
10662,24825
10663,26825
10664,24825
10665,24200
10666,26825
10667,22675
10668,29300
10669,23675
10670,25300
10671,24200
10672,25200
10673,25200
10674,23675
10675,23900
10676,25585
10677,27590
10678,24425
10679,30215
10680,25585
10681,25425
10682,28215
10683,25590
10684,27590
10685,22900
10686,25425
10687,24425
10688,25590
10689,23900
10690,22900
10691,35430
10692,40830
10693,36070
10694,33920
10695,39080
10696,33770
10697,43795
10698,42295
10699,32270
10700,37420
10701,37580
10702,37570
10703,33930
10704,32420
10705,35920
10706,39330
10707,36825
10708,39580
10709,34635
10710,39735
10711,36975
10712,34470
10713,41030
10714,34620
10715,38270
10716,33325
10717,38285
10718,33175
10719,43995
10720,35930
10721,38120
10722,42700
10723,34515
10724,38015
10725,34365
10726,35810
10727,39310
10728,40770
10729,42075
10730,43370
10731,37120
10732,39475
10733,35660
10734,35825
10735,42220
10736,39460
10737,38165
10738,40925
10739,43935
10740,30995
10741,38295
10742,32995
10743,33795
10744,35795
10745,36295
10746,41935
10747,44145
10748,34005
10749,42145
10750,28700
10751,36505
10752,38505
10753,31205
10754,36005
10755,33205
10756,38650
10757,28700
10758,34100
10759,31300
10760,44045
10761,33300
10762,36100
10763,36650
10764,42045
10765,25030
10766,26530
10767,23945
10768,20120
10769,21620
10770,22445
10771,20040
10772,21540
10773,24145
10774,21800
10775,25230
10776,26730
10777,20300
10778,22645
10779,21800
10780,20300
10781,24400
10782,26100
10783,27600
10784,22900
10785,22500
10786,21000
10787,35895
10788,30595
10789,32595
10790,32595
10791,34095
10792,27995
10793,27235
10794,29745
10795,25485
10796,29175
10797,31695
10798,30925
10799,33445
10800,23545
10801,19730
10802,25885
10803,24620
10804,24805
10805,24690
10806,26375
10807,25950
10808,22935
10809,21790
10810,24200
10811,23055
10812,27635
10813,24200
10814,27305
10815,23590
10816,25550
10817,20405
10818,22445
10819,27165
10820,28915
10821,25345
10822,25700
10823,25495
10824,23740
10825,29065
10826,22595
10827,24350
10828,20555
10829,27455
10830,27315
10831,12840
10832,19885
10833,18090
10834,22630
10835,15670
10836,20575
10837,21410
10838,23150
10839,16975
10840,19215
10841,13930
10842,20880
10843,18885
10844,18050
10845,19975
10846,2000
10847,2121
10848,2000
10849,2000
10850,2000
10851,2281
10852,2436
10853,2494
10854,2130
10855,2000
10856,2122
10857,2762
10858,2354
10859,2647
10860,2547
10861,2326
10862,2918
10863,2391
10864,3140
10865,2550
10866,2676
10867,2241
10868,2837
10869,35010
10870,31360
10871,35510
10872,31860
10873,35635
10874,31985
10875,30010
10876,35550
10877,38650
10878,33110
10879,31010
10880,31010
10881,30510
10882,31510
10883,31510
10884,33610
10885,39150
10886,31635
10887,30635
10888,39275
10889,33735
10890,31635
10891,56850
10892,57200
10893,43350
10894,40350
10895,42900
10896,46400
10897,47000
10898,43500
10899,51700
10900,48700
10901,51900
10902,52500
10903,26450
10904,21650
10905,27950
10906,23700
10907,25200
10908,23150
10909,25200
10910,27950
10911,24150
10912,25550
10913,29900
10914,24100
10915,31300
10916,27550
10917,26150
10918,22700
10919,22700
10920,24100
10921,29775
10922,25900
10923,31175
10924,27300
10925,24150
10926,25550
10927,33210
10928,29120
10929,44925
10930,40685
10931,44925
10932,44000
10933,33390
10934,33060
10935,47975
10936,34710
10937,30160
10938,34710
10939,40685
10940,31560
10941,44000
10942,35040
10943,37030
10944,42550
10945,42550
10946,35530
10947,33060
10948,37030
10949,32170
10950,41385
10951,39500
10952,35040
10953,33390
10954,41385
10955,47975
10956,32480
10957,37635
10958,28510
10959,47975
10960,33980
10961,30010
10962,31660
10963,47975
10964,31990
10965,32170
10966,30340
10967,34220
10968,30840
10969,34000
10970,45560
10971,32980
10972,38670
10973,36320
10974,34970
10975,46530
10976,43585
10977,42945
10978,42945
10979,46530
10980,30840
10981,41720
10982,49580
10983,46530
10984,40535
10985,38020
10986,49580
10987,29140
10988,29950
10989,33270
10990,32650
10991,49580
10992,49580
10993,32190
10994,36030
10995,33000
10996,31170
10997,34220
10998,35700
10999,32980
11000,29950
11001,38670
11002,41720
11003,34970
11004,46530
11005,30950
11006,45560
11007,43585
11008,32650
11009,33890
11010,40535
11011,36030
11012,35700
11013,33000
11014,33890
11015,31170
11016,38020
11017,33450
11018,50030
11019,35420
11020,42330
11021,31830
11022,46980
11023,42330
11024,46980
11025,44195
11026,39280
11027,34880
11028,46010
11029,30400
11030,38470
11031,33430
11032,41145
11033,43395
11034,50030
11035,34150
11036,30400
11037,31620
11038,50030
11039,33100
11040,43395
11041,31620
11042,36480
11043,31290
11044,33430
11045,34340
11046,37200
11047,46980
11048,44195
11049,31290
11050,34340
11051,46980
11052,36150
11053,34670
11054,33100
11055,30020
11056,33070
11057,35420
11058,36480
11059,39280
11060,36150
11061,46010
11062,41145
11063,33450
11064,38470
11065,34670
11066,50030
11067,5895
11068,6890
11069,22750
11070,22750
11071,28250
11072,26250
11073,19250
11074,19250
11075,21150
11076,30250
11077,33250
11078,20205
11079,22105
11080,23280
11081,23280
11082,27405
11083,33050
11084,29350
11085,20205
11086,21540
11087,21540
11088,24250
11089,23080
11090,29330
11091,24250
11092,234260
11093,234260
11094,255000
11095,260000
11096,182395
11097,198195
11098,183695
11099,191995
11100,180535
11101,180535
11102,195895
11103,180535
11104,195895
11105,24900
11106,24900
11107,25700
11108,29845
11109,29800
11110,35500
11111,33050
11112,28700
11113,32850
11114,29000
11115,41000
11116,44650
11117,41200
11118,44850
11119,41700
11120,45350
11121,45400
11122,37450
11123,35750
11124,45150
11125,37250
11126,35950
11127,46050
11128,43520
11129,61300
11130,39600
11131,49450
11132,36150
11133,41750
11134,49200
11135,45800
11136,38100
11137,37650
11138,48950
11139,36150
11140,41750
11141,38100
11142,32465
11143,32900
11144,33550
11145,38000
11146,145200
11147,131200
11148,130700
11149,122400
11150,116700
11151,136900
11152,136400
11153,150900
11154,147495
11155,132995
11156,98200
11157,117995
11158,103900
11159,153195
11160,138695
11161,112700
11162,123695
11163,138195
11164,118400
11165,132495
11166,148795
11167,134295
11168,103300
11169,126995
11170,117800
11171,141495
11172,135795
11173,154495
11174,139995
11175,109000
11176,121295
11177,123500
11178,2000
11179,2149
11180,2239
11181,2200
11182,2000
11183,2000
11184,2000
11185,2000
11186,2000
11187,2000
11188,2000
11189,2000
11190,2000
11191,2000
11192,2000
11193,2000
11194,2000
11195,2000
11196,2000
11197,2000
11198,2000
11199,2000
11200,2000
11201,2000
11202,2000
11203,2000
11204,2000
11205,2000
11206,296295
11207,278295
11208,301695
11209,283695
11210,287650
11211,305650
11212,302695
11213,320695
11214,2000
11215,2000
11216,23300
11217,19050
11218,21650
11219,21650
11220,22300
11221,22300
11222,17800
11223,17800
11224,19050
11225,17800
11226,21300
11227,23300
11228,19050
11229,19250
11230,23600
11231,21950
11232,21950
11233,18000
11234,22600
11235,21600
11236,19100
11237,18000
11238,23950
11239,21600
11240,19100
11241,18000
11242,23800
11243,22600
11244,23800
11245,22600
11246,31790
11247,33790
11248,24040
11249,26340
11250,22440
11251,29740
11252,21365
11253,22465
11254,31490
11255,25165
11256,29240
11257,30240
11258,30575
11259,33625
11260,26675
11261,22600
11262,21475
11263,23225
11264,30760
11265,23165
11266,26835
11267,23365
11268,31510
11269,39020
11270,31120
11271,37570
11272,29670
11273,33330
11274,27850
11275,32960
11276,34780
11277,29300
11278,29770
11279,39570
11280,29400
11281,33630
11282,35080
11283,31220
11284,27950
11285,38120
11286,31810
11287,33260
11288,35600
11289,33560
11290,39940
11291,29065
11292,32110
11293,34150
11294,30515
11295,35895
11296,28145
11297,34195
11298,30045
11299,28345
11300,34395
11301,36095
11302,30245
11303,30245
11304,36195
11305,34495
11306,28345
11307,21065
11308,29215
11309,27050
11310,25020
11311,23380
11312,23480
11313,24475
11314,24065
11315,21065
11316,26505
11317,28670
11318,21065
11319,26555
11320,24115
11321,17199
11322,20199
11323,18499
11324,19349
11325,21049
11326,17549
11327,20549
11328,20299
11329,18299
11330,17930
11331,18660
11332,17960
11333,16330
11334,15430
11335,14180
11336,17530
11337,16380
11338,14230
11339,17980
11340,18710
11341,15480
11342,15480
11343,17980
11344,16380
11345,18710
11346,13990
11347,15530
11348,16890
11349,11990
11350,17590
11351,13490
11352,14040
11353,13540
11354,15580
11355,17140
11356,11990
11357,17280
11358,13680
11359,11990
11360,14130
11361,15720
11362,2065902
11363,1500000
11364,1705769
11365,16855
11366,16100
11367,16495
11368,20875
11369,20475
11370,20275
11371,16100
11372,20875
11373,17445
11374,2000
11375,2000
11376,2000
11377,2000
11378,2000
11379,2000
11380,107995
11381,94995
11382,84995
11383,94995
11384,95895
11385,87895
11386,118795
11387,107995
11388,95895
11389,95895
11390,87895
11391,118795
11392,95895
11393,107995
11394,208295
11395,223295
11396,16599
11397,17999
11398,17799
11399,16999
11400,15999
11401,18199
11402,19199
11403,16799
11404,18199
11405,16999
11406,15599
11407,16799
11408,19199
11409,17999
11410,18199
11411,16999
11412,23525
11413,19160
11414,23640
11415,16430
11416,19155
11417,20960
11418,23790
11419,2000
11420,2000
11421,2000
11422,2166
11423,2110
11424,2000
11425,2317
11426,2008
11427,20220
11428,20585
11429,21075
11430,31115
11431,25000
11432,27435
11433,22185
11434,28595
11435,33765
11436,28900
11437,27460
11438,26375
11439,31630
11440,34040
11441,22340
11442,27870
11443,23070
11444,26315
11445,29230
11446,34825
11447,31835
11448,284900
11449,294025
11450,304350
11451,37395
11452,31195
11453,38495
11454,34495
11455,29995
11456,29695
11457,26295
11458,28495
11459,34695
11460,39995
11461,28895
11462,38995
11463,30395
11464,39995
11465,31595
11466,30095
11467,26595
11468,39995
11469,26695
11470,30195
11471,39995
11472,30995
11473,32195
11474,28995
11475,35195
11476,2000
11477,2000
11478,2000
11479,2000
11480,2000
11481,2000
11482,2000
11483,31200
11484,33000
11485,39100
11486,34800
11487,33100
11488,35100
11489,45500
11490,40500
11491,42000
11492,38500
11493,38950
11494,46800
11495,40950
11496,42450
11497,42750
11498,47950
11499,41250
11500,39250
11501,44700
11502,48000
11503,57800
11504,45250
11505,49700
11506,58100
11507,45550
11508,98700
11509,98800
11510,98800
11511,57700
11512,53900
11513,56200
11514,70100
11515,57000
11516,71500
11517,57700
11518,54700
11519,57800
11520,55500
11521,59300
11522,72300
11523,102100
11524,102200
11525,102200
11526,61900
11527,72900
11528,59600
11529,62900
11530,60600
11531,75300
11532,61400
11533,76100
11534,63700
11535,12480
11536,13280
11537,13330
11538,12530
11539,13580
11540,12780
11541,16970
11542,19210
11543,17920
11544,20160
11545,16970
11546,20420
11547,17920
11548,18070
11549,19685
11550,17120
11551,51050
11552,45550
11553,46750
11554,48250
11555,41550
11556,42650
11557,38850
11558,39650
11559,42950
11560,43850
11561,43900
11562,37250
11563,45550
11564,41450
11565,35750
11566,45800
11567,42850
11568,40250
11569,47200
11570,41750
11571,40350
11572,44050
11573,36400
11574,49800
11575,47050
11576,45400
11577,42350
11578,41150
11579,40050
11580,37900
11581,46950
11582,41150
11583,44350
11584,41350
11585,38100
11586,41350
11587,46950
11588,42650
11589,47200
11590,47050
11591,36600
11592,44150
11593,47750
11594,51050
11595,45650
11596,43350
11597,51300
11598,45750
11599,39850
11600,40950
11601,46350
11602,51000
11603,46350
11604,40950
11605,34500
11606,40950
11607,42050
11608,36900
11609,36050
11610,41800
11611,37550
11612,35400
11613,46675
11614,43050
11615,48175
11616,41550
11617,47175
11618,38600
11619,37100
11620,45675
11621,42050
11622,40550
11623,39700
11624,42700
11625,53250
11626,49800
11627,43950
11628,55400
11629,53800
11630,51250
11631,65700
11632,51350
11633,45950
11634,49350
11635,51150
11636,57200
11637,51600
11638,45750
11639,55600
11640,36500
11641,15345
11642,16145
11643,16250
11644,17050
11645,18955
11646,16545
11647,18155
11648,15745
11649,15920
11650,16720
11651,24999
11652,23499
11653,23999
11654,25599
11655,25599
11656,23999
11657,24899
11658,26499
11659,25799
11660,27499
11661,21999
11662,23799
11663,22599
11664,22999
11665,25499
11666,24499
11667,20099
11668,21099
11669,22299
11670,24799
11671,20899
11672,21899
11673,27799
11674,23299
11675,21399
11676,25799
11677,22899
11678,23399
11679,24099
11680,20399
11681,26099
11682,24899
11683,26699
11684,23199
11685,23699
11686,25499
11687,21999
11688,24599
11689,29549
11690,27949
11691,28349
11692,25949
11693,24599
11694,31749
11695,26999
11696,27549
11697,24349
11698,25949
11699,26199
11700,25399
11701,28649
11702,27049
11703,22999
11704,30149
11705,26749
11706,25199
11707,29149
11708,29149
11709,27499
11710,26599
11711,23549
11712,25099
11713,21599
11714,25049
11715,26699
11716,26749
11717,27499
11718,28249
11719,28280
11720,29930
11721,28580
11722,29079
11723,27429
11724,25745
11725,27395
11726,30230
11727,97460
11728,99160
11729,100660
11730,104215
11731,80655
11732,84160
11733,78335
11734,80650
11735,81855
11736,85650
11737,86215
11738,62500
11739,51895
11740,38995
11741,47390
11742,44895
11743,54390
11744,26900
11745,29440
11746,25850
11747,30490
11748,24850
11749,24990
11750,22940
11751,31370
11752,25300
11753,27350
11754,25440
11755,26300
11756,23390
11757,30320
11758,26670
11759,27720
11760,25710
11761,30590
11762,23660
11763,31640
11764,25670
11765,64245
11766,44660
11767,54670
11768,62735
11769,56900
11770,51000
11771,49000
11772,69785
11773,62015
11774,45295
11775,49250
11776,55705
11777,66780
11778,72320
11779,51250
11780,63770
11781,64550
11782,57935
11783,45295
11784,66795
11785,49295
11786,57995
11787,51295
11788,63795
11789,72395
11790,64595
11791,55795
11792,2000
11793,2000
11794,2000
11795,21995
11796,24495
11797,22995
11798,25995
11799,29295
11800,22995
11801,24495
11802,21995
11803,24795
11804,29295
11805,25995
11806,22295
11807,21595
11808,23295
11809,15950
11810,17050
11811,16820
11812,16880
11813,16505
11814,15945
11815,14845
11816,15570
11817,17620
11818,17670
11819,16870
11820,16555
11821,16930
11822,14895
11823,15620
11824,15995
